,0,1,2,3
2228,82312651,1,72,3
2229,82312652,1,42,1
2230,82312750,1,145,12
2231,82312848,1,108,7
2232,82312851,1,88,7
2233,82312939,1,56,2
2234,82312940,1,63,2
2235,82312947,1,50,2
2236,82312950,1,54,2
2237,82312953,1,180,7
2238,82312958,1,60,3
2239,82313138,1,225,16
2240,82313296,1,45,2
2241,82313402,1,117,5
2242,82313448,1,132,6
2243,82313486,72,56,4
2244,82313638,1,72,4
2245,82313704,1,49,2
2246,82313708,1,72,3
2247,82313835,1,180,7
2248,82313838,72,28,2
2249,82313908,36,96,7
2250,82314036,6,27,2
2251,82314081,6,140,12
2252,82314082,36,32,2
2253,82314185,6,120,5
2254,82314373,1,105,5
2255,82314405,12,108,5
2256,82314406,36,48,3
2257,82314508,6,180,14
2258,82314509,6,112,6
2259,82314647,1,102,5
2260,82314725,1,120,9
2261,82314735,1,40,3
2262,82314749,1,50,4
2263,82314806,1,72,4
2264,82314904,1,140,12
2265,82314906,1,140,12
2266,82314910,1,110,8
2267,82314989,1,140,8
2268,82315068,1,75,7
2269,82315069,1,60,4
2270,82315071,1,60,4
2271,82315075,1,60,4
2272,82315079,1,105,9
2273,82315080,1,105,9
2274,82315465,1,266,11
2275,82315476,1,68,4
2276,82315484,1,45,3
2277,82315678,1,100,8
2278,82315713,1,80,3
2279,82315947,1,80,6
2280,82315949,1,80,6
2281,82315950,1,176,12
2282,82316361,1,40,1
2283,82316460,1,60,5
2284,82316464,1,60,5
2285,82316465,1,112,5
2286,82316598,36,36,3
2287,82316599,6,200,14
2288,82316692,1,30,1
2289,82316736,6,144,9
2290,82316773,1,24,2
2291,82316783,1,108,9
2292,82316786,1,108,9
2293,82316790,1,110,8
2294,82316795,1,100,6
2295,82316817,1,135,5
2296,82316819,1,112,4
2297,82317232,1,315,27
2298,82317233,1,24,1
2299,82317316,1,42,4
2300,82317476,1,60,4
2301,82317538,1,224,16
2302,82317587,1,45,2
2303,82317588,1,54,2
2304,82317672,1,96,7
2305,82317689,1,108,7
2306,82317725,1,36,2
2307,82317850,1,200,8
2308,82317897,1,120,11
2309,82317899,1,54,2
2310,82317940,1,88,3
2311,82318190,1,132,7
2312,82318191,1,60,5
2313,82318194,1,50,3
2314,82318304,6,80,6
2315,82318379,1,48,2
2316,82318745,1,119,8
2317,82318746,1,406,29
2318,82318903,1,80,2
2319,82318937,1,44,3
2320,82319020,1,126,7
2321,82319048,36,510,21
2322,82319374,36,96,4
2323,82319376,1,153,10
2324,82319392,1,306,27
2325,82319566,1,78,6
2326,82319746,1,153,10
2327,82319795,6,100,9
2328,82320268,1,205,15
2329,82320564,1,260,12
2330,82320775,36,65,5
2331,82320830,1,98,5
2332,82321070,1,72,6
2333,82321132,6,96,7
2334,82321336,1,64,5
2335,82321338,1,96,4
2336,82321395,1,110,8
2337,82321410,1,91,7
2338,82321484,1,56,4
2339,82321487,1,56,4
2340,82321491,1,56,4
2341,82321550,1,36,2
2342,82321623,6,45,2
2343,82321994,1,165,7
2344,82321996,1,160,7
2345,82321997,1,63,2
2346,82322077,1,51,5
2347,82322079,3,30,1
2348,82322448,6,65,4
2349,82322453,6,120,7
2350,82322461,1,96,8
2351,82322472,1,90,4
2352,82322608,1,112,5
2353,82322715,1,24,2
2354,82322719,1,160,3
2355,82322720,1,210,3
2356,82322880,12,60,6
2357,82322922,1,64,2
2358,82322972,6,119,6
2359,82323028,1,54,2
2360,82323066,1,45,1
2361,82323150,1,80,4
2362,82323154,1,108,7
2363,82323271,1,280,22
2364,82323283,1,48,2
2365,82323284,1,48,2
2366,82323357,1,88,3
2367,82323399,1,175,8
2368,82323411,12,60,5
2369,82323486,40,72,5
2370,82323675,6,36,2
2371,82323731,1,57,5
2372,82323891,1,60,5
2373,82323959,1,100,8
2374,82324181,1,220,13
2375,82324239,1,84,7
2376,82324284,1,66,6
2377,82324393,1,114,8
2378,82324518,1,72,3
2379,82324704,1,90,6
2380,82324834,1,63,2
2381,82324844,1,56,2
2382,82324854,6,120,5
2383,82325450,96,60,5
2384,82325517,1,63,5
2385,82325522,1,72,6
2386,82325534,1,112,7
2387,82325536,1,100,7
2388,82325539,1,100,7
2389,82325543,1,100,7
2390,82325550,1,125,8
2391,82325563,1,68,4
2392,82325572,1,40,3
2393,82325587,12,32,2
2394,82325605,1,188,13
2395,82325606,1,188,13
2396,82325608,1,252,21
2397,82325621,48,40,2
2398,82325628,1,105,9
2399,82325734,1,40,2
2400,82325735,1,40,2
2401,82325737,1,128,7
2402,82325738,1,128,5
2403,82326325,1,196,16
2404,82326422,1,105,8
2405,82326519,1,126,6
2406,82326520,1,126,6
2407,82326790,1,36,3
2408,82326891,1,60,4
2409,82326892,1,90,7
2410,82326899,1,144,10
2411,82326902,1,144,10
2412,82326904,1,100,8
2413,82326907,1,105,9
2414,82326918,1,85,6
2415,82326933,1,85,6
2416,82326939,1,85,6
2417,82326945,1,72,3
2418,82327121,1,70,5
2419,82327124,1,70,5
2420,82327125,1,42,1
2421,82327326,1,56,5
2422,82327403,1,60,3
2423,82327541,1,18,2
2424,82328030,24,32,3
2425,82328036,1,150,12
2426,82328145,1,36,3
2427,82328485,1,242,11
2428,82328567,1,40,3
2429,82328949,1,280,18
2430,82329077,40,144,5
2431,82329167,1,126,7
2432,82329410,1,170,17
2433,82329416,1,264,27
2434,82329417,1,264,27
2435,82329659,6,105,5
2436,82329665,1,152,6
2437,82329732,1,48,2
2438,82331525,1,99,3
2439,82331526,1,160,9
2440,82331893,5,60,3
2441,82331896,10,81,4
2442,82332168,10,108,4
2443,82332789,1,220,15
2444,82332793,5,60,3
2445,82332864,5,78,3
2446,83737316,1,91,4
2447,83739443,1,108,4
2448,84844354,3,96,9
2449,80278163,1,140,9
2450,80299219,6,28,1
2451,80299735,6,36,2
2452,80302472,6,28,1
2453,80303224,1,140,9
2454,80313027,16,80,5
2455,80318325,3,60,3
2456,80318330,3,56,3
2457,80321279,3,114,9
2458,80321308,6,52,3
2459,80321311,6,52,3
2460,80323882,12,324,17
2461,80323915,12,216,17
2462,80324212,6,105,5
2463,80327035,1,225,12
2464,80340467,6,396,25
2465,80342298,12,244,17
2466,80342346,6,64,5
2467,80342475,6,96,7
2468,80346800,3,108,6
2469,80348864,12,180,17
2470,80348866,12,329,17
2471,80348867,12,329,17
2472,80348869,12,329,17
2473,80358590,6,72,5
2474,80369916,6,84,7
2475,80369919,12,244,17
2476,80679903,1,36,3
2477,80680348,1,24,1
2478,80680355,1,72,3
2479,80680376,1,48,2
2480,80680395,1,40,3
2481,80680754,6,96,8
2482,80681051,12,372,28
2483,80681385,1,75,6
2484,80681519,1,330,28
2485,80681788,1,76,6
2486,80681789,1,76,6
2487,80681792,1,76,6
2488,80681870,6,126,13
2489,80682528,1,60,5
2490,80682903,1,60,3
2491,80682904,1,60,2
2492,80683025,1,120,7
2493,80683026,4,72,7
2494,80683072,1,75,7
2495,80683073,1,75,7
2496,80683075,1,60,5
2497,80683079,1,60,5
2498,80683339,1,42,3
2499,80683344,12,180,8
2500,80683348,1,90,4
2501,80683376,24,66,2
2502,80683377,24,36,1
2503,80683468,1,56,4
2504,80683469,1,56,4
2505,80683566,1,76,6
2506,80683571,1,35,1
2507,80683598,1,91,7
2508,80683714,1,105,4
2509,80683790,1,36,1
2510,80683791,1,36,1
2511,80684445,1,96,4
2512,80684446,1,42,1
2513,80684718,1,80,3
2514,80684719,1,91,4
2515,80684728,1,54,2
2516,80684850,1,44,3
2517,80684991,1,50,3
2518,80685027,1,40,3
2519,80685085,6,189,9
2520,80685128,1,128,5
2521,80685188,1,70,3
2522,80685202,1,78,3
2523,80685511,1,36,1
2524,80685528,72,35,2
2525,80685550,1,170,14
2526,80685583,1,170,14
2527,80685587,1,170,14
2528,80685597,1,200,9
2529,80685834,1,532,38
2530,80685838,24,76,5
2531,80685850,1,36,1
2532,80686007,1,76,6
2533,80686036,1,45,4
2534,80686067,1,77,3
2535,80686078,1,77,3
2536,80686213,1,76,5
2537,80686214,1,44,2
2538,80686226,24,96,7
2539,80686364,1,160,12
2540,80686488,1,78,7
2541,80686694,1,90,7
2542,80686703,1,120,5
2543,80686709,1,60,5
2544,80686713,1,60,5
2545,80686717,1,88,7
2546,80686739,1,60,4
2547,80686744,1,90,7
2548,80686756,1,60,5
2549,80686766,1,75,4
2550,80686769,1,256,11
2551,80686803,1,60,4
2552,80686816,1,112,8
2553,80686818,1,30,1
2554,80686834,40,60,5
2555,80686840,72,117,6
2556,80686849,36,63,3
2557,80686859,6,240,14
2558,80686867,72,28,2
2559,80687066,1,76,6
2560,80687180,48,105,9
2561,80687273,1,90,6
2562,80687380,1,96,5
2563,80687458,72,117,6
2564,80687459,36,36,3
2565,80687460,6,160,14
2566,80687461,1,63,5
2567,80687473,1,76,6
2568,80687503,1,76,6
2569,80687506,1,30,1
2570,80687635,1,24,1
2571,80687775,1,170,17
2572,80688374,1,76,6
2573,80689023,1,138,10
2574,80689250,1,90,4
2575,80689316,72,40,3
2576,80689366,72,50,3
2577,80689368,72,40,3
2578,80690036,1,100,9
2579,80690149,1,70,5
2580,80690220,1,144,10
2581,80690311,1,100,7
2582,80690421,1,90,7
2583,80690847,1,50,2
2584,80691170,1,76,5
2585,80691172,1,87,7
2586,80691373,18,104,7
2587,80691386,1,160,12
2588,80691390,1,88,6
2589,80691395,48,50,3
2590,80691703,1,70,5
2591,80691893,1,104,4
2592,80691907,1,80,4
2593,80691983,10,102,5
2594,80692262,1,306,27
2595,80692264,1,153,10
2596,80692271,1,153,10
2597,80692303,1,36,3
2598,80692360,1,126,7
2599,80692361,1,126,7
2600,80693092,10,120,5
2601,80693100,1,306,27
2602,80693101,1,153,10
2603,80693709,6,65,4
2604,80693821,1,100,7
2605,80693827,1,104,7
2606,80693851,1,63,5
2607,80694109,1,63,5
2608,80694124,1,100,7
2609,80694134,1,96,8
2610,80694138,1,100,7
2611,80694150,1,100,7
2612,80694154,1,100,7
2613,80694155,1,100,7
2614,80694158,1,100,7
2615,80694160,1,96,8
2616,80694187,1,64,2
2617,80694648,1,88,6
2618,80694649,1,87,7
2619,80694652,1,180,12
2620,80694931,1,84,4
2621,80695537,1,165,12
2622,80695620,6,96,8
2623,80695768,1,150,7
2624,80695874,6,120,6
2625,80695885,1,56,4
2626,80695886,1,56,4
2627,80695899,1,112,4
2628,80695902,1,56,4
2629,80695904,1,112,4
2630,80695905,1,56,4
2631,80695908,1,56,4
2632,80695964,1,24,1
2633,80696302,1,42,3
2634,80696313,1,72,6
2635,80696317,1,154,10
2636,80696318,1,154,10
2637,80696478,1,90,4
2638,80696666,1,60,5
2639,80696684,1,96,4
2640,80696987,1,208,16
2641,80697015,1,40,1
2642,80697175,1,63,3
2643,80697871,1,88,7
2644,80697875,1,212,20
2645,80697878,1,88,7
2646,80698827,1,125,8
2647,80698830,1,125,9
2648,80698831,1,180,11
2649,80698858,1,170,10
2650,80698891,1,240,8
2651,80700004,1,45,2
2652,80700215,1,64,5
2653,80701078,1,252,21
2654,80701085,1,188,13
2655,80701165,1,92,8
2656,80701166,1,100,7
2657,80701173,1,258,15
2658,80701189,1,30,1
2659,80701290,6,112,6
2660,80701291,6,112,6
2661,80701314,1,33,3
2662,80701609,1,56,4
2663,80701803,1,145,10
2664,80701804,1,160,12
2665,80701991,1,182,14
2666,80702094,1,145,10
2667,80702100,1,90,4
2668,80702230,1,96,8
2669,80702876,1,90,3
2670,80703043,1,75,7
2671,80703651,1,60,5
2672,80703655,1,65,5
2673,80703934,1,60,5
2674,80704423,1,108,5
2675,80706144,1,24,2
2676,80706296,1,96,3
2677,80706719,1,1,3
2678,80707089,1,56,4
2679,80707400,1,54,3
2680,80707723,1,72,3
2681,80707726,1,204,7
2682,80707737,1,76,6
2683,80707740,1,76,6
2684,80707783,1,96,8
2685,80707784,1,96,8
2686,80707896,1,76,6
2687,80707934,1,24,1
2688,80708051,1,60,4
2689,80708059,1,90,4
2690,80708496,1,72,3
2691,80708498,1,45,4
2692,80708538,1,40,4
2693,80708911,1,126,5
2694,80708912,1,105,4
2695,80709335,1,56,4
2696,80709659,1,30,2
2697,80709920,1,95,5
2698,80710104,6,90,4
2699,80710399,1,72,3
2700,80710465,1,76,6
2701,80710466,1,77,4
2702,80712677,36,96,4
2703,80713007,1,24,2
2704,80713593,1,76,6
2705,80713981,1,105,9
2706,80714646,1,63,3
2707,80715459,1,60,4
2708,80715578,1,60,5
2709,80715911,1,42,2
2710,80716281,1,60,4
2711,80717088,1,30,2
2712,80717109,1,45,4
2713,80719203,1,60,4
2714,80720005,1,24,1
2715,80720224,1,228,18
2716,80720226,1,216,18
2717,80720842,1,24,1
2718,80724005,1,36,3
2719,80724556,1,54,3
2720,80725112,1,72,3
2721,81565082,1,180,7
2722,81699181,12,280,18
2723,81699182,12,280,18
2724,81719173,1,144,7
2725,82170041,1,54,2
2726,82170045,1,54,2
2727,82170062,1,50,2
2728,82173610,1,102,5
2729,82175993,1,132,7
2730,82182385,1,156,7
2731,82182392,1,260,10
2732,82182407,1,110,5
2733,82182409,1,220,10
2734,82182414,1,108,4
2735,82182417,1,270,11
2736,82182423,1,189,7
2737,82182717,1,225,9
2738,82188163,48,20,7
2739,82198387,1,88,7
2740,82205832,1,120,6
2741,82208563,1,60,4
2742,82216651,48,48,5
2743,82221318,1,204,17
2744,82221365,1,204,17
2745,82221443,1,56,4
2746,82222316,10,30,3
2747,82223273,1,42,3
2748,82230568,240,40,5
2749,82231941,48,48,5
2750,82231983,1,192,13
2751,82232005,1,90,7
2752,82232991,10,60,4
2753,82232994,10,60,6
2754,82234097,240,20,4
2755,82234534,1,95,6
2756,82235290,1,84,6
2757,82235293,1,128,9
2758,82235295,1,128,9
2759,82236565,72,48,3
2760,82236571,1,80,6
2761,82236580,1,96,6
2762,82236663,1,80,6
2763,82236738,72,68,4
2764,82236785,1,276,19
2765,82236786,1,244,23
2766,82237833,10,60,4
2767,82239203,1,119,5
2768,82240970,1,140,9
2769,82240972,1,150,8
2770,82243159,48,20,5
2771,82245409,1,48,4
2772,82245789,1,48,5
2773,82247202,6,265,17
2774,82247578,10,60,4
2775,82248030,1,250,24
2776,82248032,1,125,18
2777,82248593,48,40,7
2778,82248674,240,32,5
2779,82248899,12,236,17
2780,82249064,36,40,3
2781,82249078,36,60,3
2782,82249137,1,48,3
2783,82249138,1,48,3
2784,82249208,1,90,7
2785,82249289,72,78,4
2786,82249298,72,78,7
2787,82249710,1,100,7
2788,82249717,1,100,7
2789,82249718,1,100,7
2790,82249777,1,150,13
2791,82250294,10,60,4
2792,82250429,1,88,6
2793,82250569,1,56,4
2794,82250570,1,56,4
2795,82250577,1,56,4
2796,82250580,1,152,6
2797,82251774,1,710,31
2798,82252926,1,64,5
2799,82252956,1,105,8
2800,82252957,1,224,16
2801,82252962,1,60,5
2802,82252970,1,105,7
2803,82252971,1,105,7
2804,82253088,1,300,27
2805,82253795,1,280,16
2806,82255243,1,85,7
2807,82255600,1,76,5
2808,82255690,96,36,3
2809,82255885,24,84,5
2810,82256009,5,40,2
2811,82256011,10,152,12
2812,82256023,1,52,4
2813,82256027,1,52,4
2814,82257471,1,406,28
2815,82259014,1,408,31
2816,82259578,1,100,7
2817,82260433,1,56,4
2818,82260779,1,52,4
2819,82260784,1,56,4
2820,82260786,1,56,4
2821,82260787,1,42,3
2822,82260788,1,56,4
2823,82260793,1,56,4
2824,82260795,1,56,4
2825,82260798,1,56,4
2826,82261261,1,126,6
2827,82261854,1,95,6
2828,82262488,1,75,8
2829,82262492,1,75,8
2830,82262854,1,48,2
2831,82262868,1,48,2
2832,82262997,1,345,30
2833,82262998,1,235,16
2834,82263013,1,265,19
2835,82263031,1,265,19
2836,82263095,1,119,5
2837,82263235,1,48,2
2838,82263565,1,60,5
2839,82263566,1,76,6
2840,82263574,1,88,6
2841,82263635,1,88,7
2842,82263652,1,68,4
2843,82263661,1,63,5
2844,82263662,1,63,5
2845,82263668,1,104,7
2846,82263674,1,90,5
2847,82263682,1,168,12
2848,82263692,1,63,5
2849,82263695,1,104,7
2850,82263697,1,92,6
2851,82263721,1,104,7
2852,82263744,1,192,15
2853,82263813,1,92,6
2854,82265013,1,60,5
2855,82265449,1,100,7
2856,82265450,1,100,7
2857,82265454,1,100,7
2858,82265459,1,72,5
2859,82265682,1,99,8
2860,82265698,1,99,8
2861,82266300,1,98,8
2862,82266470,1,140,11
2863,82266471,1,175,11
2864,82266838,10,50,3
2865,82267301,1,176,15
2866,82267302,1,180,27
2867,82267411,12,32,2
2868,82267589,1,48,2
2869,82267771,1,56,7
2870,82267784,1,60,4
2871,82267797,1,60,4
2872,82267843,1,108,7
2873,82267853,1,57,5
2874,82267931,1,95,7
2875,82267941,1,100,7
2876,82267951,1,84,5
2877,82267953,1,100,7
2878,82268189,1,104,8
2879,82269047,1,48,3
2880,82269591,1,84,7
2881,82269617,1,60,4
2882,82269637,1,60,4
2883,82269740,1,60,4
2884,82270008,36,80,7
2885,82270435,72,60,4
2886,82270721,72,40,2
2887,82270895,24,112,7
2888,82271261,6,132,7
2889,82271902,1,48,3
2890,82272090,10,84,5
2891,82272481,1,238,16
2892,82272483,1,170,12
2893,82272488,1,90,10
2894,82272883,1,60,4
2895,82273236,1,140,10
2896,82273425,1,56,2
2897,82273443,10,84,5
2898,82273612,1,126,6
2899,82273685,1,160,15
2900,82273702,10,7,3
2901,82273976,1,192,15
2902,82274122,1,68,4
2903,82274293,1,240,13
2904,82274424,1,90,6
2905,82274436,1,88,7
2906,82274440,1,88,7
2907,82274452,1,88,7
2908,82274456,1,57,5
2909,82274463,1,88,7
2910,82274478,1,88,7
2911,82274531,1,55,3
2912,82274592,1,108,7
2913,82274594,1,105,9
2914,82274595,1,105,9
2915,82274771,1,85,6
2916,82274779,1,120,10
2917,82275059,1,108,4
2918,82275148,72,36,2
2919,82275195,36,32,2
2920,82275201,36,60,3
2921,82275203,36,48,3
2922,82275209,36,48,3
2923,82275227,1,90,7
2924,82275230,1,68,4
2925,82275232,1,90,7
2926,82275237,1,105,9
2927,82275285,72,52,4
2928,82275293,72,60,4
2929,82275295,72,48,4
2930,82275297,72,60,4
2931,82275302,72,36,2
2932,82275303,72,36,2
2933,82275753,1,180,12
2934,82275818,10,30,2
2935,82275819,10,84,5
2936,82275826,5,65,3
2937,82276051,1,70,3
2938,82276391,1,24,1
2939,82276495,1,44,3
2940,82276502,1,90,5
2941,82276548,1,72,3
2942,82276570,1,56,4
2943,82276637,1,48,2
2944,82276659,1,50,3
2945,82276683,1,45,2
2946,82276686,1,45,2
2947,82276744,1,70,3
2948,82276747,1,49,2
2949,82276751,1,49,2
2950,82276993,1,80,6
2951,82276999,1,105,7
2952,82277045,1,116,8
2953,82277060,1,150,12
2954,82277062,1,60,5
2955,82277245,1,48,2
2956,82277246,1,48,3
2957,82277265,1,45,3
2958,82277409,6,68,5
2959,82277414,6,68,5
2960,82278152,1,60,4
2961,82278524,1,95,5
2962,82278731,1,200,8
2963,82278735,1,81,4
2964,82278736,1,80,3
2965,82279431,1,120,5
2966,82279445,1,60,2
2967,82279456,1,45,1
2968,82279467,1,90,4
2969,82279471,1,80,3
2970,82279474,1,63,3
2971,82279476,1,45,2
2972,82279643,1,72,3
2973,82279644,1,36,1
2974,82279688,6,100,8
2975,82279961,1,330,25
2976,82280103,1,144,5
2977,82280148,1,195,8
2978,82280843,1,60,5
2979,82280997,1,60,4
2980,82281119,1,48,4
2981,82281134,1,120,6
2982,82281316,1,48,4
2983,82281318,1,48,4
2984,82281381,1,57,5
2985,82281404,1,88,7
2986,82281465,1,144,9
2987,82281654,1,105,9
2988,82281838,1,42,1
2989,82281845,1,42,2
2990,82281849,1,42,1
2991,82281941,1,144,10
2992,82282159,1,60,4
2993,82282177,1,72,5
2994,82282194,1,90,7
2995,82282434,1,92,6
2996,82282819,1,88,4
2997,82283367,5,50,3
2998,82283380,1,189,9
2999,82283726,1,105,9
3000,82283749,1,42,4
3001,82283752,1,24,1
3002,82283914,1,52,4
3003,82284080,1,72,5
3004,82284124,1,51,4
3005,82284131,1,51,4
3006,82284162,1,72,6
3007,82284163,1,84,7
3008,82284174,1,72,6
3009,82284180,1,72,6
3010,82284202,1,95,7
3011,82284204,1,95,6
3012,82284382,1,90,7
3013,82284431,1,140,11
3014,82284433,1,175,11
3015,82284439,1,108,7
3016,82284454,1,70,4
3017,82284464,1,45,3
3018,82284468,1,60,5
3019,82284479,1,60,4
3020,82284483,1,90,7
3021,82284544,1,105,9
3022,82284592,1,44,3
3023,82284593,1,75,5
3024,82284640,1,100,4
3025,82284661,1,100,8
3026,82284874,1,98,7
3027,82284882,1,56,4
3028,82284916,36,510,21
3029,82284928,36,96,4
3030,82284929,36,96,4
3031,82284934,36,510,21
3032,82284937,36,510,21
3033,82284939,36,96,4
3034,82285021,1,110,6
3035,82285024,1,140,7
3036,82285050,1,270,18
3037,82285104,1,120,11
3038,82285192,1,462,21
3039,82285222,6,64,4
3040,82285267,1,45,4
3041,82285311,1,40,3
3042,82285492,1,45,1
3043,82285547,6,119,6
3044,82285678,1,96,5
3045,82285805,1,48,3
3046,82285884,1,117,4
3047,82285887,1,91,4
3048,82285892,1,117,4
3049,82285904,1,50,2
3050,82285930,1,100,7
3051,82285936,1,84,5
3052,82285948,1,140,8
3053,82286172,96,44,3
3054,82286219,1,63,5
3055,82286610,24,270,11
3056,82286685,1,140,8
3057,82286878,1,56,4
3058,82286884,1,60,4
3059,82286885,1,56,4
3060,82286888,1,60,4
3061,82286893,1,56,4
3062,82286953,1,96,6
3063,82286987,1,63,5
3064,82287062,1,160,14
3065,82287274,1,112,9
3066,82287333,1,240,26
3067,82287385,1,24,2
3068,82287532,1,76,5
3069,82287563,1,88,6
3070,82287579,1,100,7
3071,82287601,1,90,7
3072,82287609,1,160,12
3073,82287611,1,72,5
3074,82287613,1,76,5
3075,82287648,1,76,5
3076,82287671,1,36,1
3077,82287949,10,80,6
3078,82287959,5,91,3
3079,82288349,1,80,6
3080,82288357,1,144,10
3081,82288446,1,36,2
3082,82288449,1,120,6
3083,82288499,1,128,6
3084,82288511,1,50,2
3085,82288515,1,84,3
3086,82288893,1,48,3
3087,82289030,1,25,1
3088,82289190,1,95,9
3089,82289196,1,182,16
3090,82289216,1,120,5
3091,82289268,1,72,5
3092,82289305,1,160,6
3093,82289340,1,90,4
3094,82289405,1,108,4
3095,82289643,1,117,5
3096,82289645,1,80,4
3097,82289657,1,91,3
3098,82289665,1,90,4
3099,82289667,1,108,4
3100,82289668,1,91,3
3101,82289980,1,35,1
3102,82289981,1,48,2
3103,82290029,1,60,6
3104,82290046,6,100,9
3105,82290109,1,192,15
3106,82290142,1,55,4
3107,82290143,1,88,8
3108,82290144,1,68,5
3109,82290149,1,88,8
3110,82290253,1,64,3
3111,82290255,1,88,4
3112,82290469,1,154,4
3113,82290584,1,75,3
3114,82290725,5,77,3
3115,82290726,10,80,6
3116,82290780,1,56,2
3117,82290781,1,78,3
3118,82290903,6,100,9
3119,82290906,6,100,9
3120,82291007,72,40,2
3121,82291171,1,18,1
3122,82291232,1,40,2
3123,82291264,1,80,4
3124,82291342,1,140,10
3125,82291437,1,90,9
3126,82291439,1,105,9
3127,82291451,72,60,4
3128,82291504,1,50,3
3129,82291513,1,45,4
3130,82291555,1,408,31
3131,82291579,36,48,3
3132,82291658,1,100,7
3133,82291661,1,95,7
3134,82291668,1,100,7
3135,82291822,1,117,5
3136,82291828,1,56,2
3137,82291960,1,91,4
3138,82291962,1,60,3
3139,82291965,1,50,2
3140,82291974,1,45,1
3141,82292051,1,90,4
3142,82292052,1,90,4
3143,82292265,1,90,3
3144,82292589,48,45,3
3145,82292872,1,77,3
3146,82293192,1,252,21
3147,82293193,1,252,21
3148,82293198,1,112,9
3149,82293235,1,140,10
3150,82293267,1,155,12
3151,82293486,6,85,4
3152,82293524,1,50,3
3153,82293551,1,90,7
3154,82293560,1,90,7
3155,82293648,1,91,4
3156,82293655,1,56,5
3157,82293662,1,60,5
3158,82293676,1,60,5
3159,82293678,1,72,4
3160,82293927,6,80,8
3161,82293928,6,120,8
3162,82293931,6,88,7
3163,82293943,6,96,8
3164,82293954,1,108,9
3165,82293955,1,100,8
3166,82293963,1,150,7
3167,82293967,1,165,7
3168,82294084,1,84,7
3169,82294092,1,88,6
3170,82294094,1,100,8
3171,82294097,1,216,16
3172,82294211,1,24,1
3173,82294249,1,76,6
3174,82294310,1,42,1
3175,82294312,1,45,2
3176,82294315,1,54,2
3177,82294316,1,72,3
3178,82294366,32,96,4
3179,82294370,24,96,4
3180,82294439,1,28,2
3181,82294564,6,36,2
3182,82294893,1,60,5
3183,82294895,1,112,5
3184,82294993,1,56,4
3185,82295141,6,156,8
3186,82295145,1,88,6
3187,82295153,1,100,8
3188,82295381,1,85,6
3189,82295383,1,96,8
3190,82295468,1,68,4
3191,82295596,1,108,7
3192,82295600,1,88,7
3193,82295735,1,42,1
3194,82295742,1,60,3
3195,82295843,1,42,1
3196,82295862,1,50,4
3197,82296071,1,120,6
3198,82296275,36,32,2
3199,82296298,72,78,7
3200,82296437,1,120,11
3201,82296498,1,126,6
3202,82296500,10,84,5
3203,82296511,1,18,4
3204,82296749,1,144,25
3205,82296754,1,280,27
3206,82296759,1,95,15
3207,82296762,1,88,9
3208,82296766,1,217,19
3209,82296964,36,510,21
3210,82297015,36,96,4
3211,82297016,36,96,4
3212,82297019,36,510,21
3213,82297022,36,510,21
3214,82297024,36,96,4
3215,82297025,36,96,4
3216,82297057,1,176,7
3217,82297058,1,192,7
3218,82297125,1,72,3
3219,82297334,1,105,9
3220,82297336,1,184,9
3221,82297474,1,56,4
3222,82297596,1,88,4
3223,82297597,1,96,4
3224,82297619,1,40,1
3225,82297823,240,60,4
3226,82297939,1,110,7
3227,82298027,48,90,5
3228,82298074,1,105,9
3229,82298102,1,96,8
3230,82298111,1,72,6
3231,82298513,24,24,1
3232,82298539,40,70,5
3233,82298672,1,144,10
3234,82298697,1,144,10
3235,82298770,1,84,4
3236,82298772,1,72,4
3237,82298774,1,112,5
3238,82298984,3,114,9
3239,82299024,1,105,5
3240,82299030,1,84,4
3241,82299118,1,90,4
3242,82299716,1,70,3
3243,82299856,6,190,14
3244,82299859,6,90,6
3245,82299861,6,190,14
3246,82299862,6,216,14
3247,82299956,1,24,1
3248,82300050,1,88,4
3249,82300081,1,234,9
3250,82300177,1,112,8
3251,82300178,1,224,18
3252,82300180,1,196,16
3253,82300181,1,75,6
3254,82300196,1,72,6
3255,82300201,1,65,3
3256,82300207,1,220,9
3257,82300289,1,168,13
3258,82300327,10,96,5
3259,82300819,1,88,7
3260,82300826,1,88,7
3261,82300831,1,88,7
3262,82300841,1,76,5
3263,82300842,1,88,7
3264,82300895,10,112,6
3265,82301208,1,150,8
3266,82301280,1,56,4
3267,82301281,1,76,6
3268,82301384,1,76,5
3269,82301387,1,76,5
3270,82301515,1,72,6
3271,82301556,1,96,5
3272,82301690,1,76,6
3273,82301698,1,76,5
3274,82301701,1,152,6
3275,82301707,1,120,5
3276,82301858,36,48,2
3277,82301929,36,96,4
3278,82301934,1,76,6
3279,82302004,1,110,7
3280,82302005,1,110,7
3281,82302100,36,96,4
3282,82302215,6,48,4
3283,82302415,1,80,3
3284,82302496,1,168,14
3285,82302497,1,100,6
3286,82302636,1,100,8
3287,82302638,1,91,3
3288,82302656,1,72,3
3289,82302921,1,225,16
3290,82302993,1,140,10
3291,82302994,1,216,12
3292,82303002,1,320,21
3293,82303004,1,315,21
3294,82303005,1,192,13
3295,82303013,1,188,13
3296,82303015,1,184,13
3297,82303019,1,265,20
3298,82303020,1,265,20
3299,82303021,1,265,20
3300,82303023,1,152,14
3301,82303026,1,315,21
3302,82303029,1,252,21
3303,82303080,1,176,12
