,0,1,2,3
1152,82325552,1,95,7
1153,82325553,1,125,8
1154,82325558,1,95,7
1155,82325559,1,125,8
1156,82325607,1,252,21
1157,82325622,40,343,5
1158,82325626,1,105,9
1159,82325730,1,18,1
1160,82325740,1,88,4
1161,82325798,1,40,2
1162,82325799,1,40,2
1163,82325823,1,156,6
1164,82326501,3,48,4
1165,82326602,1,96,4
1166,82326673,6,105,5
1167,82326789,1,40,3
1168,82326838,1,252,21
1169,82326842,1,100,7
1170,82326874,1,84,7
1171,82326900,1,100,8
1172,82326917,1,85,6
1173,82326919,1,60,4
1174,82326922,1,60,4
1175,82326926,1,60,4
1176,82327887,1,20,1
1177,82328021,240,30,3
1178,82328303,1,100,8
1179,82328310,1,144,10
1180,82328317,1,76,6
1181,82328342,1,36,3
1182,82329129,1,110,7
1183,82329267,1,30,1
1184,82329398,1,200,25
1185,82329407,1,200,25
1186,82329731,1,48,2
1187,82331533,1,99,3
1188,82331891,5,80,3
1189,82331901,5,60,3
1190,82332050,24,72,3
1191,82332053,24,72,3
1192,82332471,36,510,21
1193,82332475,36,96,4
1194,82332535,36,96,4
1195,82332536,1,153,10
1196,82332545,1,306,27
1197,82332791,5,60,3
1198,82332792,5,60,3
1199,83737314,1,91,4
1200,83737315,1,96,4
1201,83739446,1,91,3
1202,80251404,72,40,2
1203,80293636,6,36,2
1204,80299684,3,56,3
1205,80302835,6,100,6
1206,80302839,6,75,6
1207,80304041,6,36,2
1208,80312150,6,68,6
1209,80312167,3,56,3
1210,80313178,6,75,5
1211,80313281,12,324,17
1212,80321286,3,114,9
1213,80324026,12,329,17
1214,80324032,12,240,17
1215,80329921,1,230,12
1216,80340469,6,396,25
1217,80340471,6,396,25
1218,80348865,12,248,17
1219,80369917,6,96,7
1220,80680352,1,42,1
1221,80680354,1,63,3
1222,80680756,6,161,8
1223,80681282,1,90,7
1224,80681363,1,60,5
1225,80681563,1,153,5
1226,80681564,1,72,4
1227,80682118,1,54,2
1228,80682185,1,72,3
1229,80682499,1,72,5
1230,80683077,1,60,5
1231,80683080,1,90,7
1232,80683083,1,35,1
1233,80683086,1,35,1
1234,80683176,1,40,3
1235,80683293,1,40,1
1236,80683343,1,180,8
1237,80683347,1,217,9
1238,80683349,1,140,7
1239,80683467,1,56,4
1240,80683558,1,72,3
1241,80683560,1,72,3
1242,80683561,1,54,2
1243,80683650,1,45,4
1244,80683795,1,30,1
1245,80684350,1,60,4
1246,80684351,1,60,4
1247,80684426,1,96,4
1248,80684447,1,40,1
1249,80684449,1,18,2
1250,80684450,1,160,6
1251,80684552,1,90,4
1252,80684706,1,90,3
1253,80684708,1,48,2
1254,80684724,1,48,2
1255,80684726,1,54,2
1256,80684727,1,54,2
1257,80684730,1,54,2
1258,80684892,1,42,4
1259,80685009,1,70,5
1260,80685011,1,70,4
1261,80685116,1,70,5
1262,80685192,1,30,1
1263,80685509,1,50,3
1264,80685545,1,120,2
1265,80685599,1,100,8
1266,80685602,1,175,13
1267,80685679,1,60,4
1268,80685681,1,60,5
1269,80686044,1,84,4
1270,80686047,1,45,4
1271,80686056,1,91,3
1272,80686065,1,91,3
1273,80686080,1,96,3
1274,80686218,1,76,5
1275,80686227,1,24,2
1276,80686363,1,90,7
1277,80686369,1,48,4
1278,80686374,1,90,6
1279,80686489,1,98,9
1280,80686707,1,88,7
1281,80686723,1,60,5
1282,80686747,1,88,7
1283,80686749,1,90,7
1284,80686750,1,90,7
1285,80686817,1,112,8
1286,80686819,1,30,1
1287,80686820,1,30,1
1288,80686821,1,76,6
1289,80686828,1,90,7
1290,80686831,72,117,6
1291,80686836,72,72,6
1292,80686841,72,117,6
1293,80686844,6,120,6
1294,80686850,36,45,3
1295,80686860,36,35,2
1296,80686862,36,63,2
1297,80687067,6,66,4
1298,80687068,6,60,3
1299,80687168,1,174,9
1300,80687172,1,50,3
1301,80687346,1,91,6
1302,80687454,6,144,14
1303,80687586,1,24,1
1304,80687589,1,24,1
1305,80687862,12,280,16
1306,80687864,1,63,5
1307,80688157,1,152,6
1308,80688289,6,150,14
1309,80689020,1,220,10
1310,80689024,1,20,1
1311,80689098,1,56,4
1312,80689106,1,110,8
1313,80689121,48,42,5
1314,80689129,48,42,5
1315,80689176,1,100,6
1316,80689180,1,45,2
1317,80689215,6,100,8
1318,80689258,1,72,4
1319,80689367,72,30,3
1320,80689399,1,25,1
1321,80689519,1,192,14
1322,80689653,6,100,8
1323,80689869,1,30,1
1324,80690222,1,144,10
1325,80690225,1,68,5
1326,80690325,1,68,5
1327,80690326,1,125,8
1328,80690328,1,100,7
1329,80690330,1,104,7
1330,80690331,1,104,7
1331,80690332,1,104,7
1332,80690878,1,180,12
1333,80691372,36,36,2
1334,80691376,1,180,12
1335,80691379,1,96,7
1336,80691383,1,100,7
1337,80691384,1,100,7
1338,80691385,1,100,7
1339,80691387,1,160,12
1340,80691388,1,88,6
1341,80691389,1,88,6
1342,80691392,12,84,4
1343,80691394,40,81,5
1344,80691428,1,87,7
1345,80691434,1,50,4
1346,80691733,1,40,3
1347,80692207,1,152,6
1348,80692208,1,152,6
1349,80692211,1,24,1
1350,80692258,1,153,10
1351,80692259,1,306,27
1352,80692268,1,306,27
1353,80692362,1,126,7
1354,80692363,1,126,7
1355,80692364,1,126,7
1356,80693096,1,306,27
1357,80693599,1,50,4
1358,80693627,1,200,12
1359,80693630,1,54,2
1360,80693636,1,90,7
1361,80693638,1,75,6
1362,80693822,1,63,5
1363,80693841,1,63,5
1364,80693843,1,125,8
1365,80693847,1,95,6
1366,80693850,1,104,7
1367,80694137,1,100,7
1368,80694145,1,100,7
1369,80694146,1,100,7
1370,80694151,1,100,7
1371,80694185,1,98,4
1372,80694190,1,60,2
1373,80694253,1,30,1
1374,80694651,1,100,7
1375,80694719,1,18,2
1376,80694742,1,78,3
1377,80695501,1,80,6
1378,80695504,1,120,9
1379,80695619,6,161,8
1380,80695714,1,100,5
1381,80695764,1,108,7
1382,80695873,6,100,6
1383,80695876,6,100,6
1384,80695888,1,42,3
1385,80695889,1,104,4
1386,80695893,1,56,4
1387,80695896,1,56,4
1388,80695898,1,56,4
1389,80695907,1,56,4
1390,80696031,1,432,33
1391,80696032,1,225,16
1392,80696314,1,68,6
1393,80696319,1,132,10
1394,80696632,1,36,1
1395,80696664,1,88,8
1396,80696667,1,88,8
1397,80696679,1,32,3
1398,80696681,1,54,2
1399,80696682,1,96,3
1400,80696698,1,42,2
1401,80696955,1,21,1
1402,80696973,1,320,27
1403,80696985,1,208,16
1404,80697073,1,76,5
1405,80697295,1,30,1
1406,80697301,1,45,2
1407,80697302,1,350,16
1408,80697395,1,152,18
1409,80697848,1,88,6
1410,80697889,1,90,7
1411,80698077,6,96,7
1412,80698727,6,60,4
1413,80698821,1,75,6
1414,80698892,1,176,8
1415,80700003,1,63,3
1416,80700205,1,168,13
1417,80700298,6,60,3
1418,80700299,8,25,1
1419,80700602,1,80,7
1420,80700916,1,150,13
1421,80700917,1,164,13
1422,80700918,1,150,13
1423,80700950,1,64,5
1424,80700974,1,100,6
1425,80701079,1,252,21
1426,80701084,1,188,13
1427,80701157,1,80,7
1428,80701160,1,80,7
1429,80701188,1,108,4
1430,80701259,1,188,13
1431,80701306,1,96,8
1432,80701310,1,104,7
1433,80701312,1,33,3
1434,80701405,1,88,4
1435,80701521,1,95,5
1436,80701522,1,95,5
1437,80701608,1,56,4
1438,80701623,1,60,5
1439,80702210,1,40,1
1440,80702266,1,216,24
1441,80702693,1,52,3
1442,80702873,1,36,2
1443,80702897,1,72,3
1444,80703071,1,90,8
1445,80703656,1,40,3
1446,80703684,48,42,5
1447,80704921,1,18,2
1448,80705510,1,90,7
1449,80705530,1,76,6
1450,80705957,1,60,4
1451,80706125,6,120,6
1452,80706295,1,68,3
1453,80706721,1,1,4
1454,80707005,1,70,5
1455,80707727,1,132,7
1456,80707736,1,76,6
1457,80707738,1,76,6
1458,80707744,1,72,6
1459,80707758,1,96,8
1460,80707766,1,100,7
1461,80707778,1,96,8
1462,80707785,1,100,7
1463,80707787,1,100,7
1464,80707789,1,70,3
1465,80707802,1,72,3
1466,80708134,1,35,1
1467,80708321,1,77,3
1468,80708324,1,77,3
1469,80708494,1,30,2
1470,80708497,1,84,4
1471,80708499,1,45,4
1472,80708595,1,48,2
1473,80708622,1,60,4
1474,80708818,1,39,2
1475,80709567,24,55,2
1476,80709661,1,76,6
1477,80709918,1,95,5
1478,80709928,1,100,7
1479,80709930,1,95,7
1480,80709933,1,95,7
1481,80710133,1,45,4
1482,80710479,1,105,9
1483,80710502,1,80,5
1484,80712679,36,510,20
1485,80713456,1,76,6
1486,80713465,1,152,6
1487,80713469,1,45,3
1488,80713977,1,96,8
1489,80714018,1,56,5
1490,80714480,1,306,27
1491,80714481,1,153,10
1492,80714482,1,306,10
1493,80714623,1,72,6
1494,80715913,1,42,1
1495,80715914,1,48,2
1496,80717097,1,36,3
1497,80717106,1,56,4
1498,80717111,1,48,3
1499,80717119,1,42,4
1500,80717149,1,70,4
1501,80717153,1,45,4
1502,80718467,1,60,4
1503,80719200,1,56,5
1504,80719204,1,60,4
1505,80721690,10,70,3
1506,80722275,1,126,7
1507,80722279,1,126,10
1508,81674500,90,32,2
1509,82141831,120,20,4
1510,82142804,1,105,7
1511,82174801,24,108,9
1512,82175988,1,108,5
1513,82178775,24,144,11
1514,82179262,24,144,11
1515,82179265,24,144,11
1516,82179267,24,108,11
1517,82180902,1,108,8
1518,82182396,1,220,10
1519,82182401,1,110,6
1520,82182404,1,220,10
1521,82182418,1,189,7
1522,82182584,1,156,7
1523,82185459,1,150,10
1524,82186647,72,99,7
1525,82188282,96,40,3
1526,82202206,16,40,4
1527,82204089,40,56,2
1528,82204399,1,60,2
1529,82206060,12,371,28
1530,82208564,1,60,4
1531,82211174,24,110,8
1532,82214092,1,560,40
1533,82214440,1,100,7
1534,82217714,1,432,40
1535,82218502,24,40,3
1536,82218577,120,64,6
1537,82218578,120,64,6
1538,82221314,1,180,12
1539,82221316,1,400,28
1540,82221328,1,238,17
1541,82221368,1,204,17
1542,82221406,1,56,4
1543,82223109,1,84,3
1544,82223350,24,48,3
1545,82224375,48,36,5
1546,82229707,10,80,10
1547,82231765,1,88,7
1548,82231870,1,124,8
1549,82231877,1,165,12
1550,82231900,1,96,7
1551,82231984,1,90,7
1552,82231989,1,176,14
1553,82231996,1,192,13
1554,82232065,1,192,13
1555,82234192,12,216,16
1556,82234934,1,84,3
1557,82235289,1,84,6
1558,82235304,1,64,4
1559,82236049,1,99,9
1560,82236575,1,88,6
1561,82236653,36,72,5
1562,82237377,36,40,3
1563,82237705,1,140,8
1564,82239313,10,55,4
1565,82240097,48,20,7
1566,82240761,1,162,7
1567,82241651,1,90,7
1568,82242168,12,371,28
1569,82243128,48,20,5
1570,82243129,3600,20,2
1571,82243340,10,60,4
1572,82246553,1,105,7
1573,82249141,1,72,5
1574,82249162,72,88,6
1575,82249205,1,90,7
1576,82249207,1,90,7
1577,82249302,72,56,4
1578,82249303,1,105,9
1579,82249702,1,100,7
1580,82249707,1,96,8
1581,82249711,1,96,8
1582,82249716,1,100,7
1583,82249721,1,100,7
1584,82249774,1,150,13
1585,82250470,1,160,7
1586,82250571,1,56,4
1587,82250578,1,56,4
1588,82250740,24,48,3
1589,82251203,1,150,10
1590,82251771,1,216,11
1591,82251776,1,189,11
1592,82252080,1,140,10
1593,82252928,1,105,8
1594,82252963,1,75,6
1595,82252967,1,150,12
1596,82252968,1,80,6
1597,82252980,1,102,4
1598,82253090,1,406,27
1599,82253091,1,340,16
1600,82253104,1,48,4
1601,82254001,1,70,3
1602,82255234,1,85,7
1603,82255878,1,56,4
1604,82255889,24,126,5
1605,82256010,10,80,6
1606,82256035,36,186,8
1607,82256486,1,108,8
1608,82259560,1,100,7
1609,82260452,1,60,4
1610,82260794,1,56,4
1611,82260796,1,56,4
1612,82260806,1,150,8
1613,82260808,1,42,3
1614,82262471,1,24,1
1615,82262493,1,75,8
1616,82262590,1,42,2
1617,82262855,1,48,2
1618,82262869,1,60,3
1619,82262973,5,45,2
1620,82262989,1,235,16
1621,82263139,6,240,19
1622,82263569,1,76,5
1623,82263576,1,76,6
1624,82263579,1,60,5
1625,82263580,1,60,5
1626,82263656,1,68,4
1627,82263665,1,100,6
1628,82263690,1,63,5
1629,82263696,1,104,7
1630,82263702,1,100,6
1631,82263706,1,90,5
1632,82263719,1,104,7
1633,82263723,1,104,7
1634,82263730,1,100,6
1635,82263737,1,100,6
1636,82263742,1,192,15
1637,82263904,1,140,12
1638,82264316,1,56,3
1639,82264451,1,176,7
1640,82264590,1,76,6
1641,82264854,1,217,17
1642,82264922,1,60,6
1643,82265025,1,72,4
1644,82265451,1,100,8
1645,82265452,1,100,8
1646,82265481,1,48,3
1647,82265490,72,48,2
1648,82266121,6,64,5
1649,82266466,1,175,11
1650,82266472,1,175,11
1651,82267060,1,140,10
1652,82267061,1,140,10
1653,82267304,1,110,9
1654,82267307,1,186,19
1655,82267762,1,60,5
1656,82267776,1,60,4
1657,82267787,1,60,4
1658,82267808,1,80,6
1659,82267852,1,57,5
1660,82267944,1,95,7
1661,82267945,1,100,7
1662,82267947,1,84,5
1663,82267955,1,84,5
1664,82267959,1,84,5
1665,82267960,1,95,7
1666,82267961,1,100,7
1667,82267968,1,95,7
1668,82267978,1,90,6
1669,82268662,1,45,1
1670,82268848,1,76,6
1671,82268853,1,88,6
1672,82268922,24,32,3
1673,82269579,1,85,6
1674,82269592,1,125,8
1675,82269597,1,85,6
1676,82269603,1,125,8
1677,82269606,1,85,6
1678,82269608,1,84,7
1679,82269612,1,84,7
1680,82269618,1,144,10
1681,82269625,1,125,7
1682,82269628,1,144,10
1683,82269630,1,72,3
1684,82269631,1,95,6
1685,82269973,1,85,6
1686,82270010,36,40,3
1687,82270029,6,112,8
1688,82270436,72,40,2
1689,82270437,24,112,7
1690,82270615,24,112,7
1691,82271758,12,420,24
1692,82271760,1,102,4
1693,82271982,12,300,24
1694,82272085,10,75,6
1695,82272480,1,136,11
1696,82272482,1,406,35
1697,82272744,1,56,9
1698,82272869,1,90,10
1699,82273238,1,140,9
1700,82273240,1,196,8
1701,82273411,1,77,3
1702,82273442,10,35,3
1703,82273497,1,105,9
1704,82273968,1,100,9
1705,82273969,1,162,10
1706,82273970,1,90,8
1707,82274343,1,56,4
1708,82274357,1,117,6
1709,82274421,1,57,5
1710,82274425,1,57,5
1711,82274462,1,108,7
1712,82274466,1,108,7
1713,82274469,1,76,5
1714,82274471,1,108,7
1715,82274587,1,108,7
1716,82274593,1,88,7
1717,82274773,1,280,22
1718,82274783,1,210,14
1719,82274784,1,276,23
1720,82275179,1,84,3
1721,82275191,1,56,4
1722,82275194,36,32,2
1723,82275225,1,90,7
1724,82275231,1,90,7
1725,82275235,1,105,9
1726,82275288,72,42,4
1727,82275296,72,48,4
1728,82275304,72,52,4
1729,82275369,36,40,3
1730,82275522,1,63,5
1731,82275548,1,56,4
1732,82275820,10,35,3
1733,82276021,1,120,11
1734,82276177,1,150,8
1735,82276305,1,155,11
1736,82276307,1,155,11
1737,82276423,1,65,2
1738,82276496,1,44,3
1739,82276501,1,60,5
1740,82276554,1,70,3
1741,82276565,10,60,2
1742,82276591,1,195,14
1743,82276592,1,136,9
1744,82276599,1,105,9
1745,82276682,1,48,2
1746,82276730,1,115,6
1747,82276779,1,42,2
1748,82276786,1,48,2
1749,82276985,1,105,7
1750,82276995,1,80,6
1751,82277046,1,144,8
1752,82277059,1,60,5
1753,82277065,1,80,6
1754,82277067,1,75,6
1755,82277169,12,60,5
1756,82277180,1,72,3
1757,82277243,1,42,2
1758,82277244,1,56,2
1759,82277247,1,60,3
1760,82277264,1,28,2
1761,82277425,1,119,5
1762,82277427,1,119,5
1763,82277482,1,64,2
1764,82277844,1,88,7
1765,82277848,1,88,7
1766,82277994,1,48,2
1767,82278000,1,54,2
1768,82278519,1,392,37
1769,82278520,1,222,24
1770,82278738,1,72,3
1771,82278739,1,96,4
1772,82279238,1,54,2
1773,82279329,6,175,12
1774,82279417,1,60,3
1775,82279429,1,108,4
1776,82279433,1,70,3
1777,82279483,1,35,1
1778,82279486,1,30,1
1779,82279511,10,49,4
1780,82279515,5,65,3
1781,82279944,1,50,3
1782,82279947,1,50,3
1783,82280380,1,96,7
1784,82280616,1,210,8
1785,82280916,1,48,2
1786,82281072,1,35,1
1787,82281077,1,32,1
1788,82281080,1,40,1
1789,82281098,1,76,6
1790,82281192,1,52,4
1791,82281194,1,50,3
1792,82281366,72,48,5
1793,82281367,24,52,3
1794,82281656,1,68,4
1795,82281657,1,105,9
1796,82281836,1,42,2
1797,82281846,1,72,2
1798,82282031,6,68,6
1799,82282054,6,24,1
1800,82282172,1,60,4
1801,82282175,1,105,9
1802,82282178,1,90,7
1803,82282185,1,72,7
1804,82282186,1,90,7
1805,82282187,1,100,8
1806,82282193,1,90,7
1807,82282198,1,60,4
1808,82282241,1,108,4
1809,82282242,1,84,3
1810,82282264,12,40,3
1811,82282334,1,144,10
1812,82282437,3,100,5
1813,82282438,1,92,6
1814,82282448,1,140,10
1815,82283135,24,48,2
1816,82283361,10,45,3
1817,82283723,1,105,9
1818,82283783,1,102,12
1819,82284015,1,55,3
1820,82284118,1,52,4
1821,82284139,1,70,5
1822,82284160,1,112,7
1823,82284177,1,84,7
1824,82284178,1,112,7
1825,82284183,1,52,4
1826,82284190,1,95,7
1827,82284191,1,100,7
1828,82284203,1,100,7
1829,82284304,1,60,5
1830,82284306,1,60,5
1831,82284380,1,310,22
1832,82284423,1,140,11
1833,82284426,1,100,5
1834,82284459,1,168,13
1835,82284461,1,168,13
1836,82284469,1,80,5
1837,82284482,1,60,4
1838,82284521,1,60,5
1839,82284643,1,224,10
1840,82284659,1,100,8
1841,82284668,1,100,8
1842,82284670,1,76,5
1843,82284771,1,36,3
1844,82284842,1,48,4
1845,82284919,36,96,4
1846,82284922,36,96,4
1847,82284925,36,510,21
1848,82284926,36,96,4
1849,82285020,1,140,7
1850,82285023,1,110,6
1851,82285031,1,270,18
1852,82285040,1,110,6
1853,82285043,1,110,6
1854,82285268,1,140,8
1855,82285397,1,72,6
1856,82285505,1,39,3
1857,82285656,1,90,6
1858,82285693,1,54,2
1859,82285754,1,396,25
1860,82285806,1,135,12
1861,82285853,12,371,28
1862,82285886,1,91,3
1863,82285889,1,117,4
1864,82285893,1,91,4
1865,82285898,1,108,4
1866,82285927,1,100,7
1867,82285932,1,84,5
1868,82286095,1,72,3
1869,82286097,1,48,4
1870,82286150,1,300,27
1871,82286433,1,420,41
1872,82286608,24,270,11
1873,82286609,24,135,11
1874,82286825,1,140,8
1875,82286879,1,60,4
1876,82286882,1,60,5
1877,82286886,1,60,4
1878,82287331,1,234,26
1879,82287332,1,240,26
1880,82287562,1,100,7
1881,82287566,1,88,6
1882,82287569,1,100,7
1883,82287573,1,88,6
1884,82287576,1,100,7
1885,82287577,1,88,6
1886,82287598,1,90,7
1887,82287602,1,160,12
1888,82287621,6,76,6
1889,82287627,1,76,5
1890,82287635,1,90,7
1891,82287646,1,72,5
1892,82287651,1,76,5
1893,82287717,1,135,5
1894,82288003,1,36,1
1895,82288128,1,92,6
1896,82288580,1,84,3
1897,82289085,1,48,3
1898,82289197,1,182,16
1899,82289368,1,48,2
1900,82289648,1,72,3
1901,82289655,1,108,4
1902,82289656,1,96,4
1903,82289679,1,96,4
1904,82289681,1,91,3
1905,82289683,1,90,4
1906,82289684,1,72,4
1907,82289748,1,132,13
1908,82290006,1,40,1
1909,82290031,1,140,10
1910,82290044,1,90,5
1911,82290068,6,75,6
1912,82290113,1,192,15
1913,82290150,1,68,5
1914,82290187,1,90,7
1915,82290252,1,64,3
1916,82290254,1,72,3
1917,82290256,1,108,5
1918,82290468,1,161,4
1919,82290509,1,200,8
1920,82290722,5,77,3
1921,82290774,1,90,3
1922,82290775,1,108,4
1923,82290783,1,70,3
1924,82291515,1,50,3
1925,82291556,1,270,22
1926,82291657,1,95,7
1927,82291665,1,95,7
1928,82291666,1,100,7
1929,82291669,1,95,7
1930,82291671,1,95,7
1931,82291809,1,30,1
1932,82291943,1,108,4
1933,82291944,1,120,5
1934,82291948,1,56,2
1935,82291963,1,80,3
1936,82291981,1,70,3
1937,82292873,1,77,3
1938,82293128,1,182,8
1939,82293129,1,182,8
1940,82293190,1,252,21
1941,82293212,1,252,21
1942,82293297,1,135,13
1943,82293546,1,90,7
1944,82293548,1,90,7
1945,82293665,1,98,5
1946,82293860,10,48,2
1947,82293945,6,88,7
1948,82294020,1,100,8
1949,82294021,1,216,16
1950,82294086,1,84,7
1951,82294093,1,84,7
1952,82294096,1,100,8
1953,82294098,1,108,9
1954,82294248,1,76,6
1955,82294301,1,50,2
1956,82294304,1,60,2
1957,82294371,18,96,4
1958,82294401,1,32,1
1959,82294412,1,40,1
1960,82294416,1,40,1
1961,82294419,1,126,6
1962,82294550,1,230,9
1963,82294784,6,120,6
1964,82294996,5,78,4
1965,82295080,1,140,7
1966,82295082,4,54,2
1967,82295100,3,78,6
1968,82295105,1,124,10
1969,82295353,1,288,20
1970,82295355,1,288,22
1971,82295395,4,70,7
1972,82295469,1,52,4
1973,82295586,1,119,5
1974,82295587,1,84,4
1975,82295743,1,40,2
1976,82295842,1,72,2
1977,82295845,1,60,5
1978,82295852,1,64,2
1979,82295861,1,96,4
1980,82295870,1,50,3
1981,82295874,1,56,4
1982,82296074,1,105,4
1983,82296077,1,80,5
1984,82296081,1,140,6
1985,82296157,36,42,2
1986,82296273,36,40,3
1987,82296274,36,32,2
1988,82296438,1,120,11
1989,82296499,10,49,4
1990,82296539,1,63,3
1991,82296540,1,175,7
1992,82296761,1,217,19
1993,82296764,1,128,15
1994,82296855,1,182,8
1995,82296965,36,96,4
1996,82297026,36,96,4
1997,82297332,1,60,4
1998,82297335,1,105,9
1999,82297337,1,140,10
2000,82297428,1,60,5
2001,82297429,1,90,7
2002,82297473,1,104,4
2003,82297599,6,100,6
2004,82297612,1,42,1
2005,82297617,1,60,2
2006,82297621,1,32,1
2007,82298073,1,105,9
2008,82298100,1,96,8
2009,82298107,1,72,6
2010,82299117,1,78,3
2011,82299135,1,330,25
2012,82299154,1,90,7
2013,82299349,1,60,4
2014,82299365,1,210,13
2015,82299479,1,78,7
2016,82299513,1,60,4
2017,82299518,1,80,8
2018,82299711,1,44,3
2019,82299714,1,70,3
2020,82299849,1,120,5
2021,82300005,10,105,6
2022,82300022,1,110,5
2023,82300023,1,117,5
2024,82300085,6,90,6
2025,82300166,1,160,7
2026,82300192,1,24,3
2027,82300193,1,98,6
2028,82300194,1,60,5
2029,82300197,1,88,8
2030,82300202,1,75,6
2031,82300261,1,182,12
2032,82300283,1,150,8
2033,82300324,5,66,3
2034,82300325,5,78,4
2035,82300425,1,42,4
2036,82300538,1,56,2
2037,82300541,1,196,9
2038,82300554,1,168,13
2039,82300787,48,56,5
2040,82300820,1,88,7
2041,82300823,1,57,5
2042,82300825,1,88,7
2043,82300829,1,57,5
2044,82300830,1,108,7
2045,82300833,1,76,5
2046,82300835,1,88,7
2047,82300838,1,108,7
2048,82300839,1,88,7
2049,82300848,6,190,14
2050,82300868,1,72,3
2051,82301267,1,56,4
2052,82301271,1,56,4
2053,82301273,1,56,4
2054,82301278,1,56,4
2055,82301279,1,56,4
2056,82301287,1,88,6
2057,82301386,1,76,5
2058,82301693,1,76,5
2059,82301709,1,152,6
2060,82301928,36,96,4
2061,82301931,36,510,21
2062,82301933,1,270,27
2063,82302085,1,110,7
2064,82302099,36,96,4
2065,82302127,3,119,6
2066,82302549,1,80,5
2067,82302550,1,52,3
2068,82302551,1,80,6
2069,82302632,1,76,5
2070,82302641,1,76,5
2071,82302646,1,100,8
2072,82302649,1,105,9
2073,82302655,1,72,3
2074,82302923,1,225,16
2075,82303008,1,252,25
2076,82303009,1,184,14
2077,82303012,1,252,25
2078,82303028,1,188,13
2079,82303032,1,252,21
2080,82303083,1,100,7
2081,82303121,1,140,10
2082,82303356,3,54,3
2083,82303358,6,30,1
2084,82303566,1,105,9
2085,82303585,1,165,7
2086,82303884,5,78,3
2087,82303964,1,140,11
2088,82303980,1,105,9
2089,82304007,1,84,6
2090,82304166,1,165,8
2091,82304236,1,48,2
2092,82304237,1,60,3
2093,82304242,1,36,1
2094,82304346,1,270,27
2095,82304357,1,96,4
2096,82304437,1,210,17
2097,82304539,1,54,2
2098,82304540,1,54,2
2099,82304546,1,180,9
2100,82304547,1,70,3
2101,82304645,1,50,2
2102,82304962,1,135,13
2103,82304979,1,140,7
2104,82305031,1,140,10
2105,82305048,1,70,2
2106,82305157,1,42,1
2107,82305242,1,117,5
2108,82305244,1,80,4
2109,82305608,1,238,17
2110,82305740,1,72,6
2111,82305794,6,90,4
2112,82305918,36,96,4
2113,82305972,1,240,16
2114,82305975,1,240,16
2115,82305979,1,116,8
2116,82305981,1,116,8
2117,82305982,1,90,7
2118,82305983,1,90,7
2119,82306256,1,54,2
2120,82306257,1,54,2
2121,82306887,1,225,16
2122,82306890,1,250,15
2123,82306966,1,30,1
2124,82307070,1,400,29
2125,82307100,1,210,15
2126,82307185,1,60,4
2127,82307310,1,56,4
2128,82307311,1,56,4
2129,82307313,1,56,4
2130,82307314,1,56,4
2131,82307349,1,84,4
2132,82307459,1,42,3
2133,82307530,1,30,2
2134,82307531,1,30,2
2135,82307599,1,48,2
2136,82307601,1,30,1
2137,82307865,1,135,10
2138,82307977,1,306,27
2139,82308012,1,306,27
2140,82308027,1,77,3
2141,82308088,1,180,15
2142,82308096,1,30,1
2143,82308248,1,72,5
2144,82308393,1,44,3
2145,82308438,1,44,2
2146,82308509,1,24,1
2147,82308800,1,76,6
2148,82308802,1,76,6
2149,82308972,1,240,11
2150,82309044,1,88,7
2151,82309045,1,88,7
2152,82309052,1,88,7
2153,82309063,1,76,5
2154,82309064,1,88,7
2155,82309066,1,76,5
2156,82309081,1,57,5
2157,82309085,1,88,7
2158,82309093,1,88,7
2159,82309097,1,57,5
2160,82309194,1,60,5
2161,82309196,1,60,5
2162,82309200,1,90,7
2163,82309236,1,72,4
2164,82309314,1,396,28
2165,82309315,1,112,10
2166,82309355,1,72,3
2167,82309371,1,210,15
2168,82309373,6,66,3
2169,82309440,1,60,2
2170,82309443,1,72,6
2171,82309444,1,78,4
2172,82309555,1,270,19
2173,82309721,1,75,6
2174,82309723,1,75,6
2175,82309748,6,68,6
2176,82309749,6,68,6
2177,82309751,6,80,6
2178,82309809,1,52,3
2179,82309810,1,52,3
2180,82309813,1,52,3
2181,82309815,1,64,5
2182,82309816,1,56,4
2183,82310156,6,100,6
2184,82310342,1,105,8
2185,82310343,1,115,10
2186,82310376,1,186,14
2187,82310466,1,42,3
2188,82310470,1,40,2
2189,82310471,1,49,2
2190,82310572,3,60,4
2191,82311109,24,96,7
2192,82311110,24,96,7
2193,82311112,24,76,5
2194,82311168,1,60,3
2195,82311170,1,42,3
2196,82311274,1,24,1
2197,82311516,12,24,1
2198,82311715,6,80,5
2199,82311718,1,258,17
2200,82311719,1,160,13
2201,82311723,1,78,7
2202,82311865,1,42,2
2203,82311866,1,66,2
2204,82311871,1,32,1
2205,82311877,1,45,2
2206,82311897,6,150,8
2207,82312109,1,60,3
2208,82312161,1,63,6
2209,82312196,1,156,11
2210,82312230,1,120,6
2211,82312318,1,115,6
2212,82312329,1,91,6
2213,82312353,1,56,4
2214,82312354,1,56,4
2215,82312523,1,78,3
2216,82312524,1,90,4
2217,82312536,1,164,13
2218,82312538,1,144,10
2219,82312539,1,125,7
2220,82312547,1,96,8
2221,82312551,1,96,8
2222,82312555,1,100,6
2223,82312560,1,104,7
2224,82312562,1,84,7
2225,82312638,1,80,5
2226,82312645,1,42,1
2227,82312649,1,88,4
